TimeSlice,Yr,Month,Day,Attribute,PSET_PN,AFE_ETH,AFE_KEN,AFN_DZA,AFN_EGY,AFN_MAR,AFN_TUN,AFO,AFW_NGA,AFW_SEN,ANZ_AUS,ANZ_NZL,ARG_ARG,ASA_PHL,ASA_THA,ASA_VNM,ASC_KAZ,ASE_MNG,ASE_TWN,ASO,ASS_BGD,ASS_LKA,ASS_PAK,ASW_AZE,ASW_CYP,ASW_GEO,ASW_ISR,ASW_JOR,ASW_KWT,ASW_OMN,BRA_BRA,CAN_CAN,CHN_CHN,ENE_UKR,ENN_NOR,ENS_BIH,ENS_MKD,ENS_MNE,ENS_SRB,ENW_CHE,EUE_BGR,EUE_CZE,EUE_HUN,EUE_LTU,EUE_LVA,EUE_POL,EUE_ROU,EUN_DNK,EUN_EST,EUN_FIN,EUN_IRL,EUN_SWE,EUS_ESP,EUS_GRC,EUS_HRV,EUS_ITA,EUS_PRT,EUW_AUT,EUW_BEL,EUW_DEU,EUW_FRA,EUW_LUX,EUW_NLD,GBR_GBR,IDN_IDN,IND_IND,IRN_IRN,JPN_JPN,KOR_KOR,MEX_MEX,RUS_RUS,SAC_CRI,SAC_CUW,SAC_DOM,SAC_GTM,SAC_HND,SAC_JAM,SAC_NIC,SAC_PAN,SAC_SLV,SAO,SAS_BOL,SAS_CHL,SAS_COL,SAS_ECU,SAS_PER,SAS_URY,SAU_SAU,TUR_TUR,USA_USA,ZAF_ZAF
M01D11,2090,1,11,RNW,ELE_WIN,0,34.7491,0,42.33972,43.15846923,33.1932,44.9057,43.6877,44.100775,41.01149907,38.6108,44.15533333,37.41952222,23.99346667,42.32656981,35.00255556,0,38.02165926,42.246575,0,40.61035385,44.71401765,37.9232,19.3936,41.4574,0,0,44.8366,37.9232,40.04113934,36.89146193,35.65050483,32.57122,39.23803529,0,0,37.9232,0,43.6877,41.33275882,41.90385714,0,44.645185,44.6997,42.4618788,34.238978,40.30846406,45.1722,37.37494409,16.964784,39.46798926,41.09914786,32.02659559,37.35661429,35.52310102,41.37008418,31.91759012,41.56169362,42.45401801,44.43119227,44.72815714,42.67624658,27.42020944,31.54065,33.0291752,23.7215,37.87148806,40.69219487,40.31824565,41.1580037,42.94861429,22.50686667,31.95331429,27.49163333,43.08642,0,45.2113,43.43716667,43.6877,37.43723333,28.59333333,39.0780125,29.09653333,0,35.25925,40.89119118,41.4574,37.53128824,41.55275532,40.54946061
M01D12,2090,1,12,RNW,ELE_WIN,19.3936,37.1141,37.9232,28.98067692,40.18953333,44.18253333,45.518,43.6877,44.888425,38.22526321,44.09067692,43.99027193,26.41072222,35.15345714,36.27084375,36.5051,0,36.34859259,36.44175,19.3936,30.21858462,27.51101176,19.3936,43.8555,0,0,19.3936,45.518,37.9232,41.17574956,40.73749424,34.31352379,26.85418462,36.55418167,19.3936,0,33.1932,27.67336,0,36.31177333,33.27128,36.10545455,44.113065,45.5714,41.40317364,20.05072381,44.01178594,44.81151818,31.49346475,37.181132,37.13665236,36.46994989,35.02762449,37.83565417,34.18134615,36.4717,42.67091121,40.21839149,33.27767961,40.41862401,31.2776,42.22703219,33.49135371,37.9232,27.94935128,35.2838,38.37211667,28.47508667,39.80646491,38.52704545,43.15635714,24.4442,0,27.54756667,43.78838,0,45.2113,44.67308333,43.6877,38.08955,19.3936,36.19182581,30.20366667,0,29.7433,42.31964412,0,34.74165347,38.69232184,41.66257568
M01D13,2090,1,13,RNW,ELE_WIN,24.91344,36.4319625,42.1845,27.46769231,39.95335833,43.8555,45.5714,42.1845,44.888425,42.04152308,45.09418462,42.30765263,26.71093333,37.7801,40.79916604,24.786175,35.5582,25.32495,37.68885,0,25.43726667,0,0,33.1932,0,0,41.4574,44.8366,19.3936,38.25756685,38.63443736,34.16035101,19.3936,37.69709016,0,0,30.4255,43.54388333,0,0,0,19.3936,22.15352,19.3936,26.60561951,32.408875,39.93664453,32.79869091,40.86675417,44.7731384,34.41685497,41.85164646,32.49347097,23.63963077,36.04970952,43.45256633,0,39.73960532,36.16343904,42.34370767,44.29867143,39.62091301,40.38556966,37.9232,33.41103522,30.171,39.57986739,42.17280667,39.67088421,39.12592727,43.69321429,40.2559,25.57013333,26.99056667,43.08642,33.1932,45.2113,44.67308333,42.1845,37.85455,23.99346667,30.37318571,46.09753333,0,24.90955,35.92746364,42.1845,27.92256111,37.53407386,43.31888649
M01D14,2090,1,14,RNW,ELE_WIN,26.80544,41.015625,0,36.9772,44.656975,44.85963333,45.518,43.6877,44.100775,38.98421296,45.37466923,41.91804912,29.53676667,37.90128333,37.63450656,38.2742,37.9232,38.8957,41.82095,33.1932,37.1831,24.26404706,0,0,0,0,0,42.1845,37.9232,38.72935416,39.18675786,36.63488593,28.59333333,35.76860469,0,0,19.3936,43.8429,33.1932,39.41305333,45.09344286,39.7811875,39.3553,41.69976667,43.07042366,30.37450426,35.05296484,35.5582,43.29905254,33.9926696,42.14041416,41.14151254,29.43553393,26.89765417,35.115483,42.10444308,41.27413137,41.1986883,41.20285395,36.99342184,37.58154286,42.41077329,42.9339973,41.4574,34.78009843,28.59433333,39.00573021,37.3852225,40.44540357,30.76414,43.15635714,39.0744,33.1932,37.9232,40.47998,33.1932,44.4439,43.82753333,33.1932,40.02153333,26.2934,35.12242564,44.22803333,0,37.9232,26.77721538,0,33.73965556,36.33259361,40.85659189
M01D15,2090,1,15,RNW,ELE_WIN,37.9232,41.379175,0,27.96007692,38.88707273,44.4439,45.5714,42.1845,44.100775,42.0228945,43.70321538,42.44141404,35.58065556,35.25732857,36.60802969,40.07012222,39.6903,37.06614074,41.131425,33.1932,40.72598462,21.36497143,0,39.09772,0,0,0,41.4574,43.6877,40.33436829,41.28765301,37.47476997,37.23688,39.83409483,0,0,33.1932,45.31756667,0,41.24644706,40.29127143,41.62996364,44.405555,45.1276,43.90390179,40.72977671,44.17924453,43.0555,40.94754831,28.48199565,37.79207268,41.35538116,28.35000815,30.9014,36.81874173,43.88429439,40.99133905,35.59540989,33.97814295,38.63451016,19.3936,34.58770367,41.16508238,41.4574,32.5535817,33.44525,40.48049044,43.23644,29.35394878,24.51902222,41.33196429,42.6189,34.567325,0,38.15172,19.3936,45.518,43.82753333,0,43.19536667,0,35.74218571,46.09753333,0,36.7407,29.9929375,0,31.97682686,39.30412583,42.08102432
M01D16,2090,1,16,RNW,ELE_WIN,24.91344,35.8993,0,33.1932,42.562625,44.85963333,45.5714,42.1845,43.8555,42.49247248,35.01243846,41.41240492,27.92232222,37.64418571,40.9415303,37.31333,34.58753333,39.54473704,41.119175,19.3936,42.38564615,36.29345882,0,43.24164,0,0,37.62425,33.1932,42.1845,41.3898134,40.36894832,37.7530101,43.43365,35.08079286,0,0,0,19.3936,0,40.0602,41.05638571,39.6505,44.291885,45.1276,44.06866964,36.55904416,43.4705375,43.44716364,41.83435738,34.26238793,34.26308878,43.28115005,30.51262456,0,34.0727337,39.2506,39.51535833,40.74071277,36.34813729,43.29122889,42.40624286,38.12943904,29.82340402,41.4574,31.96268298,19.3936,41.11501857,43.7484275,32.82430667,38.87775,42.684,42.6189,29.392475,19.3936,38.15172,0,45.2113,44.67308333,19.3936,43.60443333,0,39.81989231,46.09753333,0,29.7433,45.37177941,41.4574,38.81218528,40.90277492,42.43387568
M01D17,2090,1,17,RNW,ELE_WIN,19.3936,34.12555,0,28.6584,34.57931538,39.09686667,44.8366,41.4574,43.8555,38.6156962,41.51082308,43.62527541,35.6242,40.38067143,36.7531974,36.04807778,40.24546667,37.81436296,41.7473,19.3936,42.38564615,35.2784,37.9232,42.03908,0,0,19.3936,37.9232,41.4574,39.80929931,40.26163624,39.63809674,44.63764286,36.14486364,0,0,37.9232,44.48003333,0,41.69066471,41.97675714,42.88132727,44.252895,44.07066667,44.63187232,36.57106753,43.15721484,42.05759091,44.12310738,37.22361034,35.49496103,39.87916011,34.38704615,32.79250833,42.11927641,33.94945029,40.45256818,34.47901647,38.87404894,37.98788771,0,38.70421367,34.740995,30.4255,30.52237563,19.3936,40.20643588,43.1849875,39.94018889,43.517792,42.87693571,28.98463333,35.408725,33.1932,40.47998,0,45.6123,44.67308333,33.1932,40.86663333,0,41.0671575,44.22803333,0,33.1932,44.92140882,41.4574,37.70770367,37.07401557,43.06506216
M01D18,2090,1,18,RNW,ELE_WIN,37.9232,40.540175,43.8555,22.8435,41.51458462,45.58503333,42.1845,37.9232,42.002725,43.30579074,43.40440769,43.67060175,23.29807778,35.22052308,39.58001026,36.05378182,42.14916667,38.8032037,41.42165,33.1932,42.59251538,0,0,41.14274,0,0,0,42.1845,37.9232,42.66797891,36.36316875,38.53689256,44.09805,29.73279444,0,0,37.9232,19.3936,0,33.1932,19.3936,34.9132,41.110275,39.10126667,40.3029973,31.24265882,38.93626719,34.83998182,39.10946518,27.89544286,34.41933125,40.34528797,35.51502981,28.6584,38.49497198,35.15201429,32.75742316,29.86961266,29.2273097,38.03369046,0,35.85802394,38.72129428,41.4574,33.81541546,19.3936,36.85044513,39.1671175,37.39695397,40.31592,41.29210714,19.8844,38.8812,0,38.15172,0,45.518,43.43716667,0,36.74288333,19.3936,34.46043902,21.5382,0,41.4574,44.50804706,41.4574,37.50976766,35.58948941,39.97203548
M01D19,2090,1,19,RNW,ELE_WIN,26.80544,41.74885,42.1845,32.04323333,39.45393846,35.94793333,43.6877,0,43.3119,42.10478431,41.00670769,45.23965439,21.31257778,24.22518846,42.18220149,33.50704,33.1932,38.45157778,43.022,37.9232,41.82633846,0,0,0,0,0,22.8435,0,37.9232,40.35168804,28.18320714,35.82918211,35.13035385,33.88632174,0,0,19.3936,0,0,0,33.1932,0,19.3936,0,23.55117179,0,44.61028594,0,39.95273333,36.69171111,41.65464605,38.35104155,39.32306,19.3936,25.36962237,34.46368552,0,41.92283191,33.08197261,43.37143686,42.40624286,40.54329795,36.54797714,42.1845,31.23209538,33.1932,37.5376874,41.49880811,35.21974,38.96063529,38.21877143,15.73376667,42.1845,0,38.15172,37.9232,44.9057,41.4574,0,35.58521667,28.59333333,39.52838,18.35263333,0,29.7433,45.13923529,42.1845,33.77947625,35.37788703,41.96314167
M01D20,2090,1,20,RNW,ELE_WIN,26.80544,40.2552625,0,19.3936,37.71645,43.05613333,43.8555,0,43.81355,40.00213208,45.15821538,42.52287193,32.42217778,33.18201429,37.70715325,35.3357,19.3936,39.2439037,44.9057,37.9232,43.05503846,19.3936,0,40.75056,0,40.80545,42.6177,43.6877,42.1845,35.92275509,37.95262809,33.20630449,32.37028333,40.2066541,34.1028,19.3936,30.78905,23.44261667,33.1932,42.38047647,41.87288571,43.18684545,25.57013333,43.2985,32.29377123,40.74196038,43.1269,44.11637273,37.39950656,35.1101957,40.05945799,39.44128357,30.82396308,42.99696,29.24939029,34.27875714,42.64058661,42.10126383,39.8652659,42.76016403,44.08787143,42.45350411,41.77793754,42.1845,29.10390271,39.6613,35.78893333,36.79156216,38.86078462,27.982215,41.58440714,16.9429,37.3741,41.4574,41.89366,19.3936,45.6123,43.82753333,37.9232,33.50386667,33.1932,39.93719,20.7113,0,42.002725,43.10163235,43.8555,37.34412838,41.51425757,42.62823429
M01D21,2090,1,21,RNW,ELE_WIN,24.91344,33.5343,33.1932,19.3936,38.45759167,19.3936,45.5714,0,43.8555,39.94132844,35.45224615,43.50460702,33.4768,23.99346667,36.94056721,34.69495,0,35.775884,28.59333333,37.9232,42.46111538,40.91925882,0,40.75056,0,30.78905,40.312475,43.8555,41.4574,39.09182789,37.53850486,33.51163828,41.49754286,37.83124769,37.9232,0,0,36.73626667,33.1932,39.41767647,39.0068,45.38013636,44.003355,39.34363333,40.53267773,38.96343265,38.76641652,34.37449091,43.77154407,43.2958064,40.1261648,37.25473843,34.25653333,41.74766522,28.8571754,30.14907448,44.62852946,37.8806617,30.03449291,40.97323543,43.25821429,30.29856503,39.16650583,41.4574,35.03548321,38.37883333,39.769725,38.95262308,36.87558163,40.52110741,42.81030667,16.9429,38.8812,26.7482,43.1871,37.9232,38.4675,45.44893333,37.9232,33.15143333,23.99346667,34.87918947,21.5382,0,42.1845,26.17477333,43.6877,35.92766754,40.60042261,36.28083714
M01D22,2090,1,22,RNW,ELE_WIN,33.1932,36.44175,41.4574,19.3936,37.17910833,0,45.2113,19.3936,44.853875,42.82308981,38.669775,39.79625263,42.168375,19.3936,35.56255455,29.9937375,26.2934,38.24623333,28.59333333,41.4574,43.93388462,44.64198235,41.4574,36.9772,0,19.3936,38.71611111,0,41.4574,34.12471981,39.44295472,34.16741432,39.83301667,39.16810645,41.7662,0,39.0149,0,0,35.2543875,0,19.3936,31.58195,19.3936,28.36685065,22.66192632,38.8686,39.06738,42.26427213,42.1342792,41.53859951,32.71537099,36.39778919,44.951108,28.09090244,32.25720674,0,31.60587297,28.48055439,33.8556414,36.57177143,33.3171197,43.44305847,41.4574,36.23049797,47.1457,40.66693955,35.39646923,39.66159744,40.06134,41.56880625,14.08246667,42.1879875,25.57013333,44.37704,41.4574,35.0062,45.46045,33.1932,30.11215,30.17,40.16694286,18.35263333,0,37.9232,23.58712727,37.9232,35.35908406,39.65172746,33.23187778
M01D23,2090,1,23,RNW,ELE_WIN,33.1932,36.5649375,44.8366,41.24146923,36.63479231,43.95256667,45.2113,42.1845,45.55805,41.10904717,41.68913846,38.25807895,43.4502625,19.3936,27.57677647,38.9736,19.3936,34.07921111,33.1932,37.9232,43.92629231,43.94131176,41.4574,34.84604,0,37.9232,39.53877778,0,43.6877,37.02370729,33.445095,36.96359782,32.23457143,34.49465385,43.95256667,37.9232,43.147,26.56628,0,40.514735,0,25.70163636,19.3936,36.34653333,19.85684,35.07924667,40.64667244,42.13619091,44.66176803,38.3878336,39.30580867,37.42656873,39.41338514,45.00844,39.05608732,36.0391,19.3936,38.16524375,31.87242892,40.52674049,0,37.729535,31.3756185,41.4574,34.09766667,45.5666,39.53891194,36.4971,38.09439783,35.67511818,43.7356,10.9932,43.5347625,33.1932,42.79558,42.1845,43.2351,43.6877,19.3936,27.8147,0,36.01311875,14.60583333,0,41.119175,20.92688889,42.1845,34.09000735,39.13731567,36.47402353
M01D24,2090,1,24,RNW,ELE_WIN,26.80544,42.4694125,43.6877,41.94637692,37.698075,45.58086667,45.2113,41.4574,45.6123,39.48469259,42.67184615,41.47378246,43.8477875,0,30.23614286,43.5358625,41.82095,36.20885294,36.34653333,37.9232,42.59251538,44.63385294,0,19.3936,0,37.3253,24.026,0,41.4574,38.42183604,36.74741357,36.68291796,43.14429286,38.428324,19.3936,0,0,41.4574,0,45.01656471,41.11828571,45.45160909,0,0,34.64689329,42.65702703,41.45727879,28.14636,40.92279917,42.159,23.43933462,37.56621955,33.39105738,38.40512174,33.97710405,0,44.85248584,34.56460745,24.53332893,32.39830165,36.57177143,30.60820205,38.92602332,41.4574,38.49193348,31.9951,38.6577681,42.9153425,38.91653077,33.261376,40.23297857,10.9932,43.0090875,0,42.79558,41.4574,45.2113,41.57858333,0,30.10473333,0,31.34435263,15.81496667,0,41.064075,38.68785882,42.1845,38.94747992,37.64199299,41.00269189
M01D25,2090,1,25,RNW,ELE_WIN,26.80544,42.8452125,42.1845,25.39277692,31.46406154,41.94213333,45.2113,0,45.541575,34.26532885,42.60470769,44.7417717,43.64692857,19.3936,34.18702759,42.23529167,35.58966667,37.05454444,45.5714,33.1932,30.27451538,42.58672941,19.3936,19.3936,0,0,33.1932,42.1845,41.4574,38.93325104,37.65847725,38.15546603,44.06946154,29.00013125,33.1932,0,33.1932,0,19.3936,42.74047059,36.25584286,45.12264545,0,0,30.05026378,43.57694,41.73192188,21.36497143,19.7221619,43.64348,34.58082637,37.8649786,39.37653151,38.329376,34.52852706,0,45.1136646,40.60505,25.94332267,41.66917358,42.82872857,32.51192525,40.37911976,37.9232,37.83347519,30.32483333,37.66270391,32.96357297,42.0955127,43.69115,41.58440714,16.9429,42.3758875,37.9232,42.79558,41.4574,45.2113,42.06331667,33.1932,33.50386667,36.34653333,29.17243077,22.64863333,0,36.486775,41.34391935,43.8555,37.46125211,34.61208882,42.02469189
