TimeSlice,Yr,Month,Day,time,Attribute,PSET_PN,AFE_ETH,AFE_KEN,AFN_DZA,AFN_EGY,AFN_MAR,AFN_TUN,AFO,AFW_NGA,AFW_SEN,ANZ_AUS,ANZ_NZL,ARG_ARG,ASA_PHL,ASA_THA,ASA_VNM,ASC_KAZ,ASE_MNG,ASE_TWN,ASO,ASS_BGD,ASS_LKA,ASS_PAK,ASW_AZE,ASW_CYP,ASW_GEO,ASW_ISR,ASW_JOR,ASW_KWT,ASW_OMN,BRA_BRA,CAN_CAN,CHN_CHN,ENE_UKR,ENN_NOR,ENS_BIH,ENS_MKD,ENS_MNE,ENS_SRB,ENW_CHE,EUE_BGR,EUE_CZE,EUE_HUN,EUE_LTU,EUE_LVA,EUE_POL,EUE_ROU,EUN_DNK,EUN_EST,EUN_FIN,EUN_IRL,EUN_SWE,EUS_ESP,EUS_GRC,EUS_HRV,EUS_ITA,EUS_PRT,EUW_AUT,EUW_BEL,EUW_DEU,EUW_FRA,EUW_LUX,EUW_NLD,GBR_GBR,IDN_IDN,IND_IND,IRN_IRN,JPN_JPN,KOR_KOR,MEX_MEX,RUS_RUS,SAC_CRI,SAC_CUW,SAC_DOM,SAC_GTM,SAC_HND,SAC_JAM,SAC_NIC,SAC_PAN,SAC_SLV,SAO,SAS_BOL,SAS_CHL,SAS_COL,SAS_ECU,SAS_PER,SAS_URY,SAU_SAU,TUR_TUR,USA_USA,ZAF_ZAF
M01D01,2015,01,01,2015-01-01,RNW,ELE_WIN,41.4574,36.44175,37.9232,36.3378,38.68242307692308,45.5714,45.5714,19.3936,44.9057,33.5112524590164,25.97162307692308,42.54264426229508,28.358555555555554,38.11915714285714,34.947228571428575,39.22886666666667,43.6877,36.510226315789474,35.94793333333333,0.0,41.82633846153846,43.78640588235294,44.9057,41.33224,37.9232,0.0,0.0,44.8366,44.9057,37.85803700657895,41.07312258064516,36.218521803852894,19.3936,38.04638524590164,0.0,0.0,0.0,0.0,0.0,19.3936,43.49692857142857,19.3936,32.96123333333333,44.8366,41.42741883408071,19.3936,43.673878125,41.98843636363636,33.3982,41.1283336,42.61165863636364,38.48064806763285,33.2228345323741,0.0,35.245061702127664,30.77597111111111,29.282999056603774,39.09225744680851,40.1597783018868,42.61036694987256,40.75924285714286,40.12183904109589,42.770164494382016,41.4574,31.12157587301587,33.1932,35.151642307692306,28.96248695652174,36.30477818181818,40.40806666666666,40.11195714285714,35.3232,30.4255,19.3936,40.47998,41.4574,45.2113,42.063316666666665,19.3936,41.05956666666667,0.0,38.79945476190476,46.45906666666667,0.0,41.064075,38.29705294117647,0.0,37.20043551724138,38.44976141479099,43.28070270270271
M01D01,2016,01,01,2016-01-01,RNW,ELE_WIN,24.91344,34.12555,19.3936,42.31303846153845,41.42099230769231,35.94793333333333,43.6877,41.4574,34.375699999999995,43.54424339622641,38.44045,40.69043114754098,23.34323333333333,42.10881538461538,44.45821898734177,38.20014166666667,40.05385,36.393612,40.76406666666667,0.0,45.10012307692308,42.76934117647059,41.4574,40.24082,33.1932,0.0,0.0,41.4574,37.9232,40.50253991769548,39.53144775280899,40.81229481910275,43.70054285714286,37.54680535714285,0.0,33.1932,30.4255,33.1932,0.0,31.86688,33.1932,38.24449090909091,26.56628,19.3936,35.43655118483412,36.59253684210526,41.58194770642202,36.590590909090906,40.55015163934426,35.24571728395062,37.4578067114094,42.88283689956332,37.17540857142857,22.843499999999995,41.18216448275862,44.57291326530612,34.21234862385321,44.85008181818181,26.74645394736842,36.33602185430463,0.0,35.287033333333326,36.53378472906404,0.0,38.31812226211849,32.73635,40.2088104477612,38.9538275,38.60984666666666,44.31065555555556,0.0,46.63,0.0,0.0,0.0,0.0,37.9232,19.3936,0.0,42.8233,0.0,39.729573170731705,46.55166666666667,0.0,40.57385,44.06702647058824,0.0,39.37057821428572,40.61918615049073,37.48152424242424
M01D01,2017,01,01,2017-01-01,RNW,ELE_WIN,0.0,19.3936,37.9232,43.88423076923077,42.630876923076926,28.593333333333334,43.8555,43.6877,43.81355,43.0265425925926,42.07893076923077,41.43552264150943,31.32934444444444,34.15256153846154,40.80631153846154,41.10293,43.8555,32.18165185185185,36.34653333333333,0.0,43.52377692307692,44.64198235294117,0.0,0.0,0.0,33.1932,42.47275555555555,43.8555,33.1932,39.161777185792346,41.76869435028249,37.22107588566828,24.91344,36.264758730158725,0.0,0.0,0.0,22.8435,43.8555,35.18677647058823,41.69361428571428,36.95449090909091,31.74666666666667,34.769866666666665,37.794159487179485,26.13163636363636,44.27328046875,39.6237,38.73078907563025,39.54211360000001,42.247888532110096,38.82253516237402,38.58304615384616,19.3936,32.23052916666666,38.94077692307692,38.63646486486487,34.018905319148935,38.908423112962,32.91658791887125,39.0962,38.675734931506845,42.55149033707865,0.0,31.88215545722714,0.0,39.14605934959349,32.10341666666667,41.54243620689656,22.8435,42.94861428571429,17.64776666666667,37.9232,37.9232,41.89366,0.0,43.2351,44.67308333333333,19.3936,34.78433333333333,42.149166666666666,28.9317282051282,16.9429,0.0,37.4907,42.98607058823529,44.9057,36.24546436781609,39.71113765642775,40.96537297297297
M01D01,2018,01,01,2018-01-01,RNW,ELE_WIN,0.0,41.82095,42.1845,43.88905384615384,42.27033333333333,19.3936,45.518,43.8555,45.5714,35.91861460674158,41.77660769230769,44.01035789473684,35.46507777777778,0.0,29.311015384615384,41.49295,0.0,31.428147368421048,41.4574,0.0,0.0,19.3936,33.1932,40.04372,0.0,33.1932,29.56536,44.4439,33.1932,41.68008442857143,39.83741402439024,34.80839297952361,33.73473333333333,42.8011109375,0.0,0.0,0.0,27.08173333333333,0.0,39.41575,44.04367142857143,43.07943636363637,42.731985,44.12226666666667,40.99146651785714,34.754088461538466,33.391759375,45.456163636363634,44.45218220338983,42.17511999999999,42.65686164383561,33.5952275409836,36.28180676691729,0.0,33.30176330275229,24.308452702702706,44.00302342342343,42.31593636363636,40.92272227020358,23.451446611570248,0.0,37.3615484375,36.65105665796344,31.62455,30.400738268156424,27.67396,37.51200743801653,39.21854482758621,33.24310357142857,39.09806666666666,32.83918571428571,17.64776666666667,40.4630375,0.0,36.0312,41.4574,45.518,37.9232,0.0,35.31666666666667,19.3936,38.7331487804878,20.006433333333334,0.0,35.441025,22.15352,43.6877,36.4694172413793,38.131017168674695,39.618575
M01D01,2019,01,01,2019-01-01,RNW,ELE_WIN,26.80544,41.827075,41.4574,44.15583076923077,38.14448,40.25063333333333,45.5714,42.1845,43.72965,38.43620102040816,34.65894615384615,38.926975438596486,17.886166666666668,44.33371481481481,44.602984810126586,36.17627,19.3936,39.88057777777777,41.337025,33.1932,44.61062307692308,0.0,42.1845,44.81792,19.3936,37.3253,44.36161111111111,41.4574,41.4574,41.86645262135922,42.15292393617021,35.18558823529412,39.42194285714286,41.24888431372549,0.0,37.9232,0.0,0.0,0.0,26.620055,0.0,0.0,44.30505,41.1422,38.41167435897436,38.35925490196079,36.00231290322581,43.70755454545454,44.77147131147541,32.60639207920792,34.608485128205125,38.31314980595084,36.360730201342285,0.0,35.62049266055046,28.194375,0.0,29.20733829787234,31.62833116406966,30.95067266435986,24.91344,36.39683630136986,31.028729166666665,19.3936,34.87383486682808,26.8248,42.221853191489366,44.04747,38.52077857142857,42.45175925925926,36.94123571428571,31.422700000000003,0.0,26.990566666666663,44.8366,0.0,45.5714,42.18450000000001,42.1845,40.13196666666666,45.59866666666667,35.67637,45.0326,0.0,24.90955,43.83770882352941,43.6877,35.76154901960784,41.1812095642933,36.581675
M01D01,2020,01,01,2020-01-01,RNW,ELE_WIN,33.1932,34.375699999999995,42.1845,42.493561538461535,36.824953846153846,45.1276,42.1845,33.1932,42.002725,36.59335454545455,34.82846153846154,43.48551929824561,31.868188888888888,24.97555789473684,40.25885,32.8628,33.1932,33.28295,31.54065,0.0,42.59783076923077,37.08849411764706,19.3936,19.3936,0.0,0.0,0.0,44.8366,33.1932,40.34980027662517,40.8750702247191,34.55060110069303,37.9232,35.476552,25.57013333333333,19.3936,31.54065,44.430416666666666,0.0,19.3936,43.94771428571429,42.51248181818182,37.96183333333334,44.509566666666665,30.511197368421048,27.547566666666665,36.02460212765958,45.274609090909095,45.19759918032786,30.42982258064516,40.05959452736319,40.36588776223776,32.805258024691355,33.60066,32.055698,27.98915238095238,41.391998039215686,42.485268085106384,38.72053218390805,44.884361815068495,45.32587142857143,43.01504041095891,31.949064473684206,37.68885,31.8855115625,0.0,38.39198,39.1371724137931,32.47716727272727,37.46590869565217,38.47121428571428,24.4442,41.4363875,0.0,38.15172,19.3936,45.518,33.98153333333333,0.0,36.98033333333333,43.79956666666666,40.54505517241379,36.52383333333333,0.0,42.002725,37.0924,0.0,35.04705483870968,39.23972712826334,41.284972972972966
M01D01,2021,01,01,2021-01-01,RNW,ELE_WIN,33.1932,26.3422,45.518,38.88962307692308,34.6435,39.10126666666667,44.4439,33.1932,44.9057,39.71611862745098,43.04824615384616,42.30560983606557,20.832522222222224,37.68885,35.369271052631575,39.27158333333333,35.5582,39.20703333333333,44.9057,37.9232,37.269061538461536,35.69418823529412,0.0,35.3918,19.3936,0.0,26.2934,43.6877,43.6877,41.63706971514242,39.86755189189189,35.46125804597701,34.14924285714285,41.63302615384616,0.0,0.0,0.0,0.0,0.0,0.0,33.1932,0.0,43.55435,45.6123,37.64131741071429,33.1932,40.23084921875,44.81443636363636,31.952192592592592,43.5416376,42.281809941520464,27.84748596491228,38.603822916666665,0.0,32.75694736842105,26.3916962962963,19.3936,39.457569148936166,35.659400119976006,34.903459446092974,32.287371428571426,42.45410958904109,42.81898741573034,40.80545,31.97775923913043,18.41156666666667,38.57164503816794,43.064865,39.74387407407407,36.100248,30.43328,19.8844,41.87288571428572,0.0,27.673359999999995,41.4574,43.6877,19.3936,0.0,37.02378333333333,41.94213333333334,37.1445,17.74806666666667,0.0,41.4574,43.52160882352941,0.0,33.252296875,41.3749791393826,38.18381428571429
M01D01,2022,01,01,2022-01-01,RNW,ELE_WIN,19.3936,37.9232,0.0,43.4142,24.592583333333334,42.685566666666666,19.3936,43.6877,29.7433,38.63291132075472,44.130676923076926,40.66758771929824,26.645711111111112,37.7801,38.63997358490566,39.54960909090909,30.17,32.193084,39.745225000000005,0.0,42.37410769230769,41.2869294117647,0.0,0.0,0.0,0.0,35.441025,44.8366,42.1845,39.63307261663286,39.74236770186336,35.78888250904704,42.0537,39.705086666666666,19.3936,0.0,33.1932,19.3936,19.3936,36.4368875,40.28532857142857,0.0,42.887170000000005,42.20083333333333,41.13516830357143,33.6199,37.84237109375,42.05675454545455,41.23853196721311,43.204348,38.5353953125,39.16126529126214,34.24089487179487,28.80241818181818,37.10926712802768,27.05129638554217,19.3936,41.71490744680851,42.015784502617805,44.40585443786983,43.678128571428566,42.15392123287671,38.75839346246973,0.0,30.184645813953487,19.3936,36.69684672897196,41.02255,42.45796610169492,33.43670909090909,42.94861428571429,14.082466666666669,38.8812,42.1845,43.08642,33.1932,44.4439,43.82753333333333,42.1845,31.09635,45.32646666666667,33.197130303030306,18.352633333333333,0.0,41.4574,40.33041470588235,41.4574,37.18158085106383,40.22331278048781,42.700005405405406
M01D01,2023,01,01,2023-01-01,RNW,ELE_WIN,19.3936,27.08173333333333,44.8366,45.1534,39.44376153846154,0.0,43.8555,43.6877,43.3119,42.44439523809524,25.27489230769231,42.25217719298246,25.538255555555555,37.49915,41.21609615384615,40.541808333333336,32.924733333333336,31.645556,40.253425,0.0,41.54156923076923,39.99901176470589,45.6123,0.0,0.0,37.3253,43.72601111111111,43.6877,19.3936,40.40010200803213,37.46761551724138,36.87665661213361,35.5582,37.92190243902439,0.0,0.0,0.0,0.0,0.0,31.35325333333333,43.875800000000005,19.3936,44.208365,44.859633333333335,44.40234285714286,33.1932,40.72383828125,45.33676363636364,38.40000983606557,42.02889999999999,41.01620790697674,36.74327625,34.5793387755102,0.0,28.06197894736842,34.50129454545455,31.067281318681317,41.36789042553191,43.39651244143676,38.32102615384615,44.5859,37.31991712328767,42.70609235955056,38.52435,33.6223061965812,31.01745,32.82717333333333,29.641571428571428,38.54891272727273,28.56835,32.523,25.55133333333333,42.7202375,19.3936,41.4574,44.8366,44.9057,41.57858333333333,19.3936,36.76351666666667,0.0,36.70178285714285,37.824,0.0,41.119175,41.32575806451613,44.9057,38.84781844660194,41.1978001934236,41.61025675675676
M01D01,2024,01,01,2024-01-01,RNW,ELE_WIN,33.1932,25.57013333333333,45.5714,19.3936,44.16446666666667,38.702666666666666,45.518,43.6877,44.9057,36.70491354166666,37.918675,43.32610701754386,45.851,35.08546,38.09816739130434,38.51081428571428,33.1932,37.61475185185185,44.200066666666665,0.0,38.33056923076924,43.78640588235294,19.3936,36.9772,0.0,37.9232,43.50308888888889,37.9232,43.6877,42.69350850202429,41.14514947368421,37.77702953496628,38.86238461538461,35.02108,0.0,0.0,19.3936,0.0,37.9232,19.3936,43.66105714285714,24.41163636363636,42.80587,43.6512,44.46067767857143,29.463578378378376,40.70254609375,42.28801818181818,44.09325901639344,43.8442584,40.51163492822966,31.91284692622951,40.49871172839506,0.0,26.97651133333333,27.957638554216867,22.11535053763441,41.92038510638298,44.11600145757418,41.8967836440678,44.89094285714286,42.65333219178083,43.28386404494383,30.78905,31.53355496894409,18.80438,38.683721367521365,41.7536825,40.10683492063492,40.74351304347826,32.15725714285714,35.3232,36.932325,19.3936,36.0312,19.3936,44.9057,38.51223333333333,0.0,41.1897,19.3936,35.468894444444445,44.228033333333336,0.0,40.57385,25.85944,43.8555,37.1322641025641,43.23503493621197,43.12988918918919
